listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,score_risco_bruto,status_operacional
VLR301,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,957,2954.64,113,3457.96,2025-10,0.7419,0.4929,23,31,151.78,136.57,7,2025-10-17,0.85,0.0,503.32000000000016,berlinda,7,4.0,3910.63,3663.888981,4.969578335203417,24.932975871313673,Média,,🟢 Abaixo viável
BPM0807,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,579,2644.09,204,3099.8,2025-10,0.5484,0.5207,17,31,186.18,159.0,9,2025-10-17,0.85,0.0,455.71000000000004,berlinda,9,3.0,4075.09,3428.8504000000003,7.791673656364926,48.793565683646115,Média,,🟢 Abaixo viável
EGF000,Garopaba-Centro-casa-JR-3Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Ferrugem",4,548,1404.75,12,1459.87,2025-10,0.2593,0.1568,7,31,264.29,390.0,14,2025-10-17,0.96,1057.16,55.11999999999989,berlinda,14,1.0,6864.75,2820.528,14.725146759642953,88.20375335120644,Crítico,,🟢 Abaixo viável
ESP0301,Florianopolis-Jurere_Internacional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,23,2775.93,17,3253.8,2025-10,0.5161,0.3327,16,31,202.94,217.5,6,2025-10-17,0.85,0.0,477.87000000000035,berlinda,6,3.0,4080.93,3449.4404999999997,10.647727272727277,71.31367292225201,Alta,,🟢 Abaixo viável
JBV173,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1667,6177.14,25,6890.12,2025-10,0.7097,0.5849,22,31,350.5,275.75,4,2025-10-17,0.9,0.0,712.9799999999996,berlinda,4,3.0,7280.14,6959.9391000000005,9.511408364440673,64.07506702412869,Alta,,🟢 Abaixo viável
NWT0805,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,299,4139.56,26,4859.73,2025-10,0.5484,0.6467,17,31,282.59,316.3,10,2025-10-17,0.85,0.0,720.1699999999992,berlinda,10,3.0,7302.56,5874.149200000001,15.62430910084852,89.81233243967829,Crítico,,🟢 Abaixo viável
CRA304,Bombinhas-Mariscal-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal",8,1188,1354.14,15,1530.0,2025-10,0.5217,0.1297,12,31,143.08,110.0,4,2025-10-17,0.89,1144.64,175.8599999999999,berlinda,4,2.0,1794.14,1583.688,6.32176470588235,36.193029490616624,Média,,🟢 Abaixo viável
EHS0117,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, SHCNW",0,246,3012.51,94,3141.71,2025-10,0.6452,0.6082,20,31,178.8,196.22,9,2025-10-17,0.96,0.0,129.19999999999982,berlinda,9,1.0,4778.49,4151.920296,8.06937113864741,52.81501340482574,Alta,,🟢 Abaixo viável
PGL0301,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",8,14,6632.47,10,6873.09,2025-10,0.9565,0.4286,22,31,357.36,,0,2025-10-17,0.96,2858.88,240.6199999999999,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",8,635,2303.14,18,2669.87,2025-10,0.5652,0.3587,13,31,213.85,184.0,3,2025-10-17,0.86,1710.8,366.73,berlinda,3,2.0,2855.14,2615.1304,12.63700479798642,80.16085790884718,Crítico,,🟠 Abaixo precisa esforço
ILC4115,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",8,1626,7361.19,28,8941.41,2025-10,0.7826,0.7662,18,31,595.39,405.0,4,2025-10-17,0.82,4763.12,1580.2200000000003,berlinda,4,4.0,8981.189999999999,8629.002,17.893964710263813,93.5656836461126,Crítico,,🟠 Abaixo precisa esforço
MHF0902,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",5,376,2189.53,10,2321.09,2025-10,0.4615,0.2572,12,31,221.17,208.75,8,2025-10-17,0.94,1105.85,131.55999999999995,berlinda,8,1.0,3859.53,2960.235,11.8320056525167,77.4798927613941,Alta,,🟢 Abaixo viável
NBL0606,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,635,1637.14,56,1819.21,2025-10,0.4194,0.4305,13,31,148.38,130.0,13,2025-10-17,0.9,0.0,182.06999999999994,berlinda,13,2.0,3327.1400000000003,2345.926,6.505323739425354,38.069705093833775,Média,,🟢 Abaixo viável
NWT1006,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,168,4477.01,26,4859.73,2025-10,0.5667,0.6467,17,31,311.53,316.44,9,2025-10-17,0.92,311.53,382.71999999999935,berlinda,9,2.0,7324.97,6090.948932,12.460354464136877,79.35656836461126,Alta,,🟢 Abaixo viável
TPS212,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2862.32,26,3037.54,2025-10,0.7419,0.6099,23,31,157.09,143.86,7,2025-10-17,0.94,0.0,175.2199999999998,berlinda,7,2.0,3869.34,3609.428138,4.1492703305964636,16.621983914209114,Baixa,,🟢 Abaixo viável
CLE1203,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",2,224,2862.43,22,2994.77,2025-10,0.7931,0.352,23,31,151.0,125.0,5,2025-10-17,0.96,302.0,132.34000000000015,berlinda,5,2.0,3487.43,3358.1175,2.7618982426029413,5.898123324396782,Baixa,,🟢 Abaixo viável
FRE2112,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,14,3153.72,383,3478.88,2025-10,0.5806,0.5536,18,31,209.89,170.0,5,2025-10-17,0.91,0.0,325.1600000000003,berlinda,5,2.0,4003.72,3647.2299999999996,7.9446833463643545,51.206434316353885,Alta,,🟢 Abaixo viável
MHF0806,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,467,2321.66,15,2695.9,2025-10,0.4839,0.4676,15,31,184.53,168.18,11,2025-10-17,0.86,0.0,374.24000000000024,berlinda,11,3.0,4171.639999999999,3216.8653219999997,7.782148596016176,48.257372654155496,Média,,🟢 Abaixo viável
PHA0023,Ubatuba-Tenorio-apartamento-TOP-1Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Tenório - Praia Vermelha",1,247,4037.82,478,4355.4,2025-10,0.6333,0.52,19,31,251.79,207.0,6,2025-10-17,0.93,251.79,317.5799999999995,berlinda,6,2.0,5279.82,4824.3786,7.546845295495233,45.84450402144772,Média,,🟢 Abaixo viável
VTL0103,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,474,1790.62,26,1946.5,2025-10,0.5161,0.3254,16,31,139.81,132.63,8,2025-10-17,0.92,0.0,155.8800000000001,berlinda,8,2.0,2851.66,2338.2227439999997,5.310651014641668,27.61394101876676,Média,,🟢 Abaixo viável
BEH2209,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Pedro Ludovico",0,737,2103.81,152,2199.8,2025-10,0.4516,0.4678,14,31,170.71,138.0,7,2025-10-17,0.96,0.0,95.99000000000024,berlinda,7,1.0,3069.81,2540.0556,6.021738339849091,33.51206434316354,Média,,🟢 Abaixo viável
BSO0104,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2692.1,12,3016.83,2025-10,0.6452,0.4947,20,31,153.1,129.88,8,2025-10-17,0.89,0.0,324.73,berlinda,8,3.0,3731.14,3362.4886079999997,4.660071708824605,21.179624664879356,Média,,🟢 Abaixo viável
TXP0304,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,726,2083.04,152,2199.8,2025-10,0.3871,0.4678,12,31,207.33,147.1,10,2025-10-17,0.95,0.0,116.76000000000022,berlinda,10,1.0,3554.04,2652.4641,7.807707973452147,49.06166219839142,Média,,🟢 Abaixo viável
AAP1405,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",1,194,2209.18,40,2252.99,2025-10,0.5,0.5,15,31,174.87,147.92,12,2025-10-17,0.98,174.87,43.809999999999945,berlinda,12,1.0,3984.22,3096.7,2.8763444134239355,6.702412868632708,Baixa,,🟢 Abaixo viável
BLN0802,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,666,2748.07,22,2994.77,2025-10,0.6129,0.352,19,31,197.63,155.89,9,2025-10-17,0.92,0.0,246.69999999999982,berlinda,9,2.0,4151.08,3607.9748289999998,6.420870884909352,36.99731903485255,Média,,🟢 Abaixo viável
BSO0201,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",1,26,2987.72,12,3016.83,2025-10,0.8333,0.4947,25,31,147.44,140.0,3,2025-10-17,0.99,147.44,29.110000000000127,berlinda,3,1.0,3407.72,3337.7059999999997,1.3508881839546867,1.0723860589812333,Baixa,,🟢 Abaixo viável
ERN0503,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,364,2716.24,20,2882.61,2025-10,0.4839,0.4364,15,31,208.67,194.78,9,2025-10-17,0.94,0.0,166.37000000000035,berlinda,9,1.0,4469.26,3564.5263779999996,11.24173877146061,75.33512064343164,Alta,,🟢 Abaixo viável
ELK0101,Florianopolis-UFSC-apartamento-JR-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",5,303,2238.43,10,2567.11,2025-10,0.4231,0.3508,11,31,248.0,204.3,10,2025-10-17,0.87,1240.0,328.6800000000003,berlinda,10,2.0,4281.43,3102.8233,13.078778081188588,82.57372654155496,Crítico,,🟢 Abaixo viável
NOR0202,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,736,2731.14,94,3141.71,2025-10,0.5484,0.6082,17,31,196.0,151.5,4,2025-10-17,0.87,0.0,410.57000000000016,berlinda,4,3.0,3337.14,3063.4703999999997,6.59952223470658,38.8739946380697,Média,,🟠 Abaixo precisa esforço
PGO309,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",7,777,1395.22,29,1510.48,2025-10,0.5,0.3677,12,31,147.0,124.36,11,2025-10-17,0.92,1029.0,115.25999999999999,berlinda,11,1.0,2763.1800000000003,2079.2,9.489522271066152,63.806970509383376,Alta,,🟢 Abaixo viável
SPJ0102,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,179,3835.07,16,4455.71,2025-10,0.7742,0.5519,24,31,195.0,205.2,5,2025-10-17,0.86,0.0,620.6399999999999,berlinda,5,4.0,4861.07,4629.3992,7.14562482746857,43.43163538873995,Média,,🟢 Abaixo viável
SVO0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, PANTANAL",0,282,1973.08,42,2407.33,2025-10,0.5161,0.4752,16,31,148.94,117.67,9,2025-10-17,0.82,0.0,434.25,berlinda,9,4.0,3032.1099999999997,2519.645383,5.306521903935064,27.34584450402145,Média,,🟢 Abaixo viável
WSH0801,Curitiba-Batel-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho",2,182,2607.85,199,2822.43,2025-10,0.5517,0.5729,16,31,195.38,208.88,8,2025-10-17,0.92,390.76,214.57999999999993,berlinda,8,2.0,4278.889999999999,3529.7627679999996,7.940227109263999,50.93833780160858,Alta,,🟢 Abaixo viável
CUA001,Urubici-Geral-casa-JR-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Área Rural",0,534,831.33,22,973.25,2025-10,0.2258,0.1165,7,31,129.86,123.29,14,2025-10-17,0.85,0.0,141.91999999999996,berlinda,14,2.0,2557.3900000000003,1221.074348,8.989117287438992,60.05361930294906,Alta,,🟢 Abaixo viável
ERT0210,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,250,4834.14,19,5008.2,2025-10,0.8387,0.5397,26,31,233.31,259.0,2,2025-10-17,0.97,0.0,174.0599999999995,berlinda,2,1.0,5352.14,5268.5866000000005,9.001545465436656,60.32171581769437,Alta,,🟢 Abaixo viável
SPT0204,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",1,503,4654.07,46,5475.18,2025-10,0.4667,0.5326,14,31,395.57,131.13,8,2025-10-17,0.85,395.57,821.1100000000006,berlinda,8,7.0,5703.11,5143.656967999999,2.8093571953016045,6.166219839142091,Baixa,,🟠 Abaixo precisa esforço
BSO0107,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",1,167,2688.27,12,3016.83,2025-10,0.7,0.4947,21,31,154.62,139.75,4,2025-10-17,0.89,154.62,328.55999999999995,berlinda,4,3.0,3247.27,3079.5699999999997,5.0733452000941375,25.46916890080429,Média,,🟢 Abaixo viável
