listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
MHFA0504,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,425,1797.11,7,1455.01,2025-10,0.4839,0.199,15,31,133.73,147.6,15,2025-10-06,1.24,ok
MHFB0705,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,224,2386.57,7,1455.01,2025-10,0.5806,0.199,18,31,154.89,154.73,11,2025-10-06,1.64,ok
RBA201,Florianopolis-Canasvieiras_Meio-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,756,2481.35,22,1984.75,2025-10,0.7097,0.4071,22,31,159.64,159.14,7,2025-10-06,1.25,ok
RUP1405,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,442,7716.38,69,6919.81,2025-10,0.4839,0.4574,15,31,627.67,311.6,10,2025-10-06,1.12,ok
SLI0715,Maceio-Ponta_Verde-apartamento-TOP-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,233,5391.33,37,6021.4,2025-10,0.7097,0.6739,22,31,289.18,235.88,8,2025-10-06,0.9,berlinda
SMT0505,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,56,3134.17,11,2062.95,2025-10,0.4516,0.4137,14,31,222.44,191.55,11,2025-10-06,1.52,ok
SOA0506,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,414,2789.96,23,1589.5,2025-10,0.8065,0.3512,25,31,144.04,110.0,5,2025-10-06,1.76,ok
TXP0314,Goiania-Central-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,722,1028.26,12,2729.0,2025-10,0.4667,0.2815,14,31,322.5,312.6,25,2025-10-06,0.38,crítico
VBP1805,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",2,285,1348.3,238,3475.78,2025-10,0.2069,0.4148,6,31,246.33,249.0,19,2025-10-06,0.39,crítico
VDT0401,Bombinhas-Bombas-apartamento-MASTER-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",7,460,8126.06,10,3507.61,2025-10,0.875,0.1454,21,31,450.0,450.0,2,2025-10-06,2.32,meta_subestimada
VGT0004,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,428,292.59,18,1931.9,2025-10,0.0968,0.1944,3,31,116.0,162.44,25,2025-10-06,0.15,crítico
ARN0104,Bombinhas-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Quatro Ilhas",6,503,3330.32,24,3665.57,2025-10,0.6,0.18,15,31,252.13,228.0,9,2025-10-06,0.91,berlinda
BCA1804,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,145,3109.21,51,1921.2,2025-10,0.6452,0.3561,20,31,195.7,155.44,9,2025-10-06,1.62,ok
CAR0107,Itajai-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Centro",0,132,1102.0,23,1843.34,2025-10,0.3226,0.3464,10,31,146.7,134.76,21,2025-10-06,0.6,atenção
CBLS0102,Brasilia-Vila_Planalto-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor de Clubes Esportivos Sul",0,146,4290.57,15,3695.8,2025-10,0.5484,0.4275,17,31,299.41,313.0,9,2025-10-06,1.16,ok
CNB009,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,560,4323.94,15,3941.66,2025-10,0.1935,0.3888,6,31,847.5,572.57,21,2025-10-06,1.1,berlinda
CSU0402,Florianopolis-UFSC-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,97,2296.03,35,1744.06,2025-10,0.5161,0.2823,16,31,186.63,178.2,15,2025-10-06,1.32,ok
CTM0000,Garopaba-Centro-casa-TOP-2Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Costa Macacu",5,145,2116.53,23,3540.68,2025-10,0.4231,0.2124,11,31,236.82,210.17,18,2025-10-06,0.6,atenção
EEP0602,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,51,2746.47,28,2350.64,2025-10,0.6452,0.4512,20,31,156.45,146.18,11,2025-10-06,1.17,ok
ELF0602,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",8,141,2191.26,17,1485.18,2025-10,0.3478,0.1624,8,31,192.92,132.86,7,2025-10-06,1.48,ok
EVA105,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,741,1119.01,100,2714.53,2025-10,0.2581,0.3207,8,31,170.0,181.68,19,2025-10-06,0.41,crítico
JBM201,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1940,4179.77,17,4453.11,2025-10,0.8,0.3745,24,31,223.21,248.0,5,2025-10-06,0.94,berlinda
JHG1733,Florianopolis-Costa_da_Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,813,1580.61,16,1252.09,2025-10,0.5161,0.2051,16,31,118.44,124.93,15,2025-10-06,1.26,ok
LIV1011,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,114,2156.9,9,1141.14,2025-10,0.4516,0.3244,14,31,169.47,193.08,13,2025-10-06,1.89,ok
MADB1005,Aguas_Claras-Geral-apartamento-JR-1Q,Carteira 1,DF,"Águas Claras, DF","Brasília, DF, Águas Claras",2,736,0.0,72,1290.54,2025-10,0.0,0.3151,0,31,,167.04,25,2025-10-06,0.0,crítico
MHE0213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,252,6478.86,18,5178.57,2025-10,0.871,0.3315,27,31,291.22,270.5,4,2025-10-06,1.25,ok
MHF0805,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,386,3982.92,8,2301.25,2025-10,1.0,0.3219,31,31,206.68,,0,2025-10-06,1.73,ok
MHFB0903,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,329,2193.27,7,1455.01,2025-10,0.5161,0.199,16,31,148.78,146.75,12,2025-10-06,1.51,ok
NOA0616,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,250,500.45,118,1790.0,2025-10,0.0968,0.3141,3,31,173.0,173.78,23,2025-10-06,0.28,crítico
NWT1115,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,119,4561.88,30,4057.04,2025-10,0.5484,0.5207,17,31,317.35,317.9,10,2025-10-06,1.12,ok
ODM1203,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Mariana",0,8,884.59,141,1810.5,2025-10,0.2258,0.322,7,31,165.29,176.33,18,2025-10-06,0.49,crítico
PSOB0407,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,83,3044.35,13,1489.07,2025-10,0.7419,0.4061,23,31,174.04,169.25,4,2025-10-06,2.04,meta_subestimada
PUQ0208,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",0,168,368.32,60,1683.21,2025-10,0.0645,0.2683,2,31,189.0,194.48,25,2025-10-06,0.22,crítico
RDS001,Campos_do_Jordao-Vila_Natal-casa-JR-2Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Campos do Jordão",24,600,951.35,8,1712.88,2025-10,0.7143,0.105,5,31,221.0,329.0,1,2025-10-06,0.56,atenção
RJI0046,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,344,1912.51,102,2043.83,2025-10,0.4194,0.2667,13,31,192.92,228.07,14,2025-10-06,0.94,berlinda
SDR009,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1436,567.45,19,2222.75,2025-10,0.1613,0.4709,5,31,127.4,157.9,20,2025-10-06,0.26,crítico
SHC0606,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,299,3214.57,12,1851.61,2025-10,0.5806,0.1985,18,31,229.83,226.08,12,2025-10-06,1.74,ok
SLI0703,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,9,0.0,105,3386.4,2025-10,0.0,0.5113,0,31,167.25,198.22,23,2025-10-06,0.0,crítico
SOT0203,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,246,3263.05,17,4453.11,2025-10,0.6774,0.3745,21,31,199.48,236.25,8,2025-10-06,0.73,atenção
SPT0205,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,478,4644.92,40,5178.91,2025-10,0.3871,0.4511,12,31,484.5,207.0,13,2025-10-06,0.9,berlinda
TPS203,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,841,2063.77,23,2723.4,2025-10,0.5161,0.4492,16,31,149.19,171.0,13,2025-10-06,0.76,atenção
VST018,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,1638.39,32,1199.53,2025-10,0.2258,0.0877,7,31,265.86,181.95,21,2025-10-06,1.37,ok
VST037,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,1865.06,32,1199.53,2025-10,0.129,0.0877,4,31,390.0,188.95,21,2025-10-06,1.55,ok
ARK0201,Brasilia-Asa_Sul-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,106,3218.64,20,3214.88,2025-10,0.6129,0.5228,19,31,226.74,238.0,8,2025-10-06,1.0,berlinda
ELF0612,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",2,154,3295.08,17,1485.18,2025-10,0.6207,0.1624,18,31,228.0,250.18,11,2025-10-06,2.22,meta_subestimada
EVR1403,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",0,19,2457.16,21,2141.15,2025-10,0.4839,0.217,15,31,205.4,174.29,14,2025-10-06,1.15,ok
LIV0907,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",1,89,3286.44,9,1141.14,2025-10,0.7,0.3244,21,31,195.86,232.25,8,2025-10-06,2.88,meta_subestimada
MOC0210,Petropolis-Quitandinha-apartamento-JR-1Q,Carteira 4,RJ,"Petrópolis, RJ","Petrópolis, RJ, Independência",0,316,745.62,42,1348.44,2025-10,0.129,0.2646,4,31,169.75,124.2,20,2025-10-06,0.55,atenção
NWT0802,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,208,1631.35,30,4057.04,2025-10,0.2258,0.5207,7,31,277.43,280.0,24,2025-10-06,0.4,crítico
NWT0907,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4566.04,30,4057.04,2025-10,0.5806,0.5207,18,31,254.0,261.89,9,2025-10-06,1.13,ok
NWT1324,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,197,6290.28,30,4057.04,2025-10,0.7931,0.5207,23,31,358.7,453.0,6,2025-10-06,1.55,ok
RGO702,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",4,741,2363.46,26,2228.74,2025-10,0.7407,0.2048,20,31,141.4,152.71,7,2025-10-06,1.06,berlinda
RRT0098,Penha-Longe-casa-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,392,1940.31,9,2403.93,2025-10,0.5806,0.2254,18,31,139.89,100.0,9,2025-10-06,0.81,berlinda
RUA0226,Penha-Praia-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",10,232,1303.39,23,2040.42,2025-10,0.4762,0.2229,10,31,164.0,167.0,11,2025-10-06,0.64,atenção
TCO0815,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",1,390,1547.23,71,1060.84,2025-10,0.5,0.3052,15,31,123.4,131.29,14,2025-10-06,1.46,ok
THK1902,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",1,266,2499.37,399,1785.91,2025-10,0.6667,0.3817,20,31,145.2,140.78,9,2025-10-06,1.4,ok
THO2707,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",2,566,1628.46,59,1362.55,2025-10,0.3448,0.243,10,31,189.9,161.0,17,2025-10-06,1.2,ok
CQS0004,Camaçari-Itacimirim-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",0,191,1515.51,16,4400.31,2025-10,0.2903,0.2706,9,31,214.33,668.0,17,2025-10-06,0.34,crítico
CVB0144,Marau-Barra_Grande-casa-SUP-3Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",4,446,4039.75,7,4024.39,2025-10,0.3333,0.1501,9,31,550.0,554.17,12,2025-10-06,1.0,berlinda
CVPA103,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Patacho",0,600,2401.38,37,4208.82,2025-10,0.3871,0.3897,12,31,257.83,249.62,16,2025-10-06,0.57,atenção
DNAG2001,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,92,1133.54,136,993.18,2025-10,0.2667,0.2493,8,31,187.25,213.8,20,2025-10-06,1.14,ok
EFR203,Cabo_Frio-Centro-apartamento-TOP-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",9,1021,1686.16,20,4368.51,2025-10,0.3182,0.3568,7,31,315.86,329.77,13,2025-10-06,0.39,crítico
ENE0218,Brasilia-Asa_Norte-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Noroeste",2,415,2033.03,22,2162.19,2025-10,0.3448,0.3453,10,31,234.1,236.88,16,2025-10-06,0.94,berlinda
FTM0401,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,182,3427.59,32,1592.48,2025-10,0.7742,0.338,24,31,183.96,153.86,7,2025-10-06,2.15,meta_subestimada
GPS0102,Imbituba-Centro-apartamento-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Vila Nova",6,183,1248.97,8,333.84,2025-10,0.48,0.0917,12,31,116.75,121.0,6,2025-10-06,3.74,meta_subestimada
HYP0202,Florianopolis-Canasvieiras_Meio-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,9,625.62,19,1026.8,2025-10,0.1935,0.2308,6,31,113.0,111.0,20,2025-10-06,0.61,atenção
IHO127,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,775,0.0,32,1592.48,2025-10,0.0,0.338,0,31,,177.56,25,2025-10-06,0.0,crítico
ILC4112,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,784,8331.61,16,5851.91,2025-10,0.7419,0.4525,23,31,410.78,446.88,8,2025-10-06,1.42,ok
MAP0803,Salvador-Caminho_Das_Arvores-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Pernambués",9,8,0.0,8,2316.34,2025-10,0.0,0.2752,0,31,,156.32,19,2025-10-06,0.0,crítico
MCB0205,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, itacolomi",1,267,0.0,31,1183.2,2025-10,0.0,0.134,0,31,,250.0,25,2025-10-06,0.0,crítico
MMD0403,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,156,2545.65,12,2878.39,2025-10,0.5161,0.219,16,31,218.31,240.15,13,2025-10-06,0.88,berlinda
NWT0417,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,307,3615.78,30,4057.04,2025-10,0.4516,0.5207,14,31,314.29,282.62,13,2025-10-06,0.89,berlinda
NWT1313,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,258,5505.72,30,4057.04,2025-10,0.6774,0.5207,21,31,354.04,339.67,6,2025-10-06,1.36,ok
PRJ025,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,182,0.0,39,694.9,2025-10,0.0,0.1307,0,31,,90.2,25,2025-10-06,0.0,crítico
RSJ0202,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,303,0.0,18,1953.07,2025-10,0.0,0.2784,0,31,,200.0,25,2025-10-06,0.0,crítico
SOA0510,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,243,776.9,11,2062.95,2025-10,0.1613,0.4137,5,31,201.0,191.4,25,2025-10-06,0.38,crítico
SYH334,Joao_Pessoa-Cabo_Branco-apartamento-TOP-1Q,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco",0,272,5281.09,27,4039.96,2025-10,0.6774,0.542,21,31,303.62,275.14,7,2025-10-06,1.31,ok
VDV0014,Porto_Seguro-Pataxos-apartamento-SUP-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Xamagunga",31,261,0.0,18,3963.32,2025-10,,0.6513,0,31,,,0,2025-10-06,0.0,crítico
VST005,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1439.55,32,1199.53,2025-10,0.2258,0.0877,7,31,199.67,209.55,20,2025-10-06,1.2,ok
BLV0002,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Alto do Xamagunga",9,27,2055.81,25,3972.05,2025-10,0.5,0.4339,11,31,247.64,179.0,10,2025-10-06,0.52,atenção
CNA002,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,5095.11,23,7494.02,2025-10,0.3226,0.3161,10,31,661.2,674.68,19,2025-10-06,0.68,atenção
EDJ0410,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,173,611.76,22,2049.33,2025-10,0.1935,0.3312,6,31,133.33,186.05,19,2025-10-06,0.3,crítico
GSH0102,Camaçari-Monte_Gordo-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Monte Gordo",0,72,6228.63,19,4598.5,2025-10,0.7097,0.362,22,31,366.45,350.17,6,2025-10-06,1.35,ok
ILC3312,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1940,7690.56,16,5851.91,2025-10,0.6129,0.4525,19,31,467.26,371.4,10,2025-10-06,1.31,ok
ILC4406,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1940,8871.0,16,5851.91,2025-10,0.5806,0.4525,18,31,543.4,474.5,8,2025-10-06,1.52,ok
MHFB2005,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,443,2801.63,7,1455.01,2025-10,0.7419,0.199,23,31,162.78,172.75,8,2025-10-06,1.93,ok
NWT0922,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3750.89,30,4057.04,2025-10,0.5484,0.5207,17,31,277.63,274.83,12,2025-10-06,0.92,berlinda
NWT1004,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,2508.23,30,4057.04,2025-10,0.3226,0.5207,10,31,303.2,280.0,16,2025-10-06,0.62,atenção
PRJ004,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1210,0.0,39,694.9,2025-10,0.0,0.1307,0,31,,90.2,25,2025-10-06,0.0,crítico
SOA0301,Salvador-Boca_do_Rio-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,240,3688.08,11,2062.95,2025-10,0.6774,0.4137,21,31,205.29,216.7,10,2025-10-06,1.79,ok
STN0404,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,197,4631.69,34,2143.1,2025-10,0.7097,0.2447,22,31,268.41,203.0,7,2025-10-06,2.16,meta_subestimada
TRC0507,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",1,19,1000.68,32,1791.73,2025-10,0.2,0.3064,6,31,181.0,171.78,18,2025-10-06,0.56,atenção
UAR301,Itapema-Praia_Centro-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",4,22,3382.94,14,3225.64,2025-10,0.8148,0.2231,22,31,184.73,171.6,5,2025-10-06,1.05,berlinda
VDL0010,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-MASTER-3Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",6,379,16023.73,7,4087.65,2025-10,0.88,0.2408,22,31,849.05,683.33,3,2025-10-06,3.92,meta_subestimada
CAT406,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,1489,0.0,50,1566.78,2025-10,0.0,0.2903,0,31,,160.24,25,2025-10-06,0.0,crítico
CBA0902,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,173,0.0,11,2141.15,2025-10,0.0,0.2506,0,31,,370.0,25,2025-10-06,0.0,crítico
DPR0003,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,224,0.0,21,1518.27,2025-10,0.0,0.2688,0,31,,125.64,25,2025-10-06,0.0,crítico
EAC1303,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,702,3528.92,34,1835.84,2025-10,0.8387,0.2518,26,31,175.81,136.6,5,2025-10-06,1.92,ok
ECH113,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,607,2939.1,16,3716.84,2025-10,0.5161,0.2548,16,31,236.5,235.79,14,2025-10-06,0.79,atenção
EHI0401,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",10,286,4973.33,8,3653.92,2025-10,0.7619,0.3194,16,31,382.81,231.25,4,2025-10-06,1.36,ok
HMO0410,Sao_Paulo-Butanta-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Butantã",0,397,2773.89,25,1948.93,2025-10,0.5161,0.4022,16,31,206.31,212.92,13,2025-10-06,1.42,ok
LIB203,Florianopolis-Ingleses_Praia-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1758,1588.02,21,2146.02,2025-10,0.3871,0.2719,12,31,167.08,214.61,18,2025-10-06,0.74,atenção
LTL0301,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",1,133,257.66,15,3385.55,2025-10,0.0667,0.2893,2,31,153.0,170.2,25,2025-10-06,0.08,crítico
MBCA0407,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,716,2528.56,59,1362.55,2025-10,0.6129,0.243,19,31,166.55,174.8,10,2025-10-06,1.86,ok
MHFA0903,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,329,1285.87,7,1455.01,2025-10,0.3226,0.199,10,31,143.46,144.56,16,2025-10-06,0.88,berlinda
NLV0506,Curitiba-Centro-apartamento-SUP-2Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,195,1217.01,26,3557.23,2025-10,0.1935,0.4627,6,31,267.0,250.0,22,2025-10-06,0.34,crítico
NVI501,Balneario_Camboriu-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra Sul",0,881,3891.03,45,2867.19,2025-10,0.5806,0.2878,18,31,259.0,221.29,7,2025-10-06,1.36,ok
NWT0711,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,3931.72,30,4057.04,2025-10,0.5484,0.5207,17,31,287.53,284.14,14,2025-10-06,0.97,berlinda
