listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
CSD0403,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",7,439,2612.37,11,3270.12,2025-10,0.9167,0.272,22,31,165.55,130.0,1,2025-10-06,0.8,atenção
DAC0202,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",0,70,0.0,13,1185.42,2025-10,0.0,0.1909,0,31,,148.76,25,2025-10-06,0.0,crítico
DIO0507,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",0,28,792.37,60,1683.21,2025-10,0.0968,0.2683,3,31,352.67,186.62,24,2025-10-06,0.47,crítico
EFE0803,Guarapari-Praia_do_Morro-apartamento-SUP-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",6,600,4405.25,60,3831.28,2025-10,0.8,0.3752,20,31,295.75,287.0,4,2025-10-06,1.15,ok
ERN0503,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,364,1766.94,18,1953.07,2025-10,0.2903,0.2784,9,31,210.31,194.0,13,2025-10-06,0.9,berlinda
HBA0309,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,404,419.11,91,3051.14,2025-10,0.0968,0.4037,3,31,165.33,184.0,25,2025-10-06,0.14,crítico
IBC0205,Florianopolis-Campeche_Praia-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",9,278,5643.11,58,4495.12,2025-10,0.8636,0.3271,19,31,422.21,314.0,2,2025-10-06,1.26,ok
ILC1306,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,980,5853.2,16,5851.91,2025-10,0.5484,0.4525,17,31,438.88,411.46,13,2025-10-06,1.0,berlinda
ILC4107,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",15,392,4674.21,27,7940.49,2025-10,0.8125,0.6389,13,31,475.46,429.0,1,2025-10-06,0.59,atenção
ILH310,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",3,60,4158.45,12,2874.01,2025-10,0.8214,0.216,23,31,226.26,247.4,5,2025-10-06,1.45,ok
NNG0102,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,275,3848.63,41,4464.63,2025-10,0.4516,0.3678,14,31,367.64,316.4,15,2025-10-06,0.86,berlinda
NWT1023,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,6042.62,30,4057.04,2025-10,0.7742,0.5207,24,31,309.46,326.14,7,2025-10-06,1.49,ok
PRJ001,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1210,0.0,39,694.9,2025-10,0.0,0.1307,0,31,,90.2,25,2025-10-06,0.0,crítico
PSO0610,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,62,2732.26,13,1489.07,2025-10,0.5806,0.4061,18,31,170.89,159.55,11,2025-10-06,1.83,ok
PTJ203,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,580,4421.05,15,5241.92,2025-10,0.5484,0.3487,17,31,373.12,365.5,10,2025-10-06,0.84,berlinda
RHL0305,Florianopolis-Ingleses_Centro-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,237,4548.26,30,5279.88,2025-10,0.5385,0.3713,14,31,393.14,254.36,11,2025-10-06,0.86,berlinda
RPB037,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",6,814,3430.59,8,2365.0,2025-10,0.72,0.1791,18,31,216.67,180.0,5,2025-10-06,1.45,ok
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",1,223,3831.94,9,4204.44,2025-10,0.7333,0.2295,22,31,216.95,204.5,8,2025-10-06,0.91,berlinda
STCY101,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,530,1770.38,11,778.6,2025-10,0.7097,0.1038,22,31,116.68,124.0,6,2025-10-06,2.27,meta_subestimada
VST017,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,1048.14,32,1199.53,2025-10,0.1935,0.0877,6,31,238.75,195.53,19,2025-10-06,0.87,berlinda
ALT0402,Gramado-Geral-apartamento-TOP-3Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Tres Pinheiros",5,111,2853.06,14,6577.51,2025-10,0.3462,0.3633,9,31,411.33,347.06,16,2025-10-06,0.43,crítico
BLI1801,Goiania-Sul-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bela Vista",1,330,2113.06,42,2374.24,2025-10,0.3667,0.2557,11,31,248.82,229.68,19,2025-10-06,0.89,berlinda
CAH014,Ubatuba-Tenorio-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Acaraú",0,461,4340.54,39,3214.16,2025-10,0.7097,0.38,22,31,264.77,333.0,8,2025-10-06,1.35,ok
CAN304,Bombinhas-Bombas-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, bombas",0,1063,1792.42,12,1593.7,2025-10,0.6129,0.1817,19,31,117.37,112.33,12,2025-10-06,1.12,ok
DME025,Florianopolis-Jurere_Internacional-casa-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",8,176,8733.62,10,5009.8,2025-10,0.8261,0.1746,19,31,585.05,398.0,4,2025-10-06,1.74,ok
DPA210,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Guará",15,566,804.56,79,1225.28,2025-10,0.375,0.2756,6,31,165.57,170.71,7,2025-10-06,0.66,atenção
EEP0901,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,84,3156.63,14,2736.54,2025-10,0.5484,0.261,17,31,211.82,186.27,11,2025-10-06,1.15,ok
EEP1101,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,84,2787.36,14,2736.54,2025-10,0.4194,0.261,13,31,239.31,173.94,17,2025-10-06,1.02,berlinda
EVR1703,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",0,19,2185.64,21,2141.15,2025-10,0.5161,0.217,16,31,172.81,182.15,13,2025-10-06,1.02,berlinda
FLO001,Porto_Seguro-Pataxos-casa-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso Pataxós",0,385,0.0,13,3017.07,2025-10,0.0,0.4043,0,31,,215.08,25,2025-10-06,0.0,crítico
HAI0702,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",0,335,3306.73,24,1077.87,2025-10,0.6774,0.2626,21,31,148.19,132.86,7,2025-10-06,3.07,meta_subestimada
ILC1406,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1134,7736.57,16,5851.91,2025-10,0.7097,0.4525,22,31,502.77,382.0,7,2025-10-06,1.32,ok
JBV124,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1897,5745.97,24,5125.13,2025-10,0.5484,0.4414,17,31,417.6,439.0,8,2025-10-06,1.12,ok
LNB502,Porto_Belo-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Pereque",0,497,0.0,21,2141.15,2025-10,0.0,0.217,0,31,,400.0,25,2025-10-06,0.0,crítico
PRY0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",1,12,4169.2,25,3972.05,2025-10,0.6,0.4339,18,31,292.33,184.14,7,2025-10-06,1.05,berlinda
PSOB0607,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,62,2994.61,13,1489.07,2025-10,0.7097,0.4061,22,31,172.86,162.44,9,2025-10-06,2.01,meta_subestimada
RGN0203,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,316,3815.25,15,2522.66,2025-10,0.7742,0.2699,24,31,198.75,167.17,6,2025-10-06,1.51,ok
SMT0805,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,208,2052.36,11,2062.95,2025-10,0.3871,0.4137,12,31,222.25,215.0,17,2025-10-06,0.99,berlinda
SMT0931,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,208,2319.1,11,2062.95,2025-10,0.4839,0.4137,15,31,181.67,195.13,15,2025-10-06,1.12,ok
TCO0611,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,460,1806.99,71,1060.84,2025-10,0.5806,0.3052,18,31,131.11,140.0,13,2025-10-06,1.7,ok
TXP0207,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,741,538.08,136,993.18,2025-10,0.129,0.2493,4,31,162.75,196.24,25,2025-10-06,0.54,atenção
VLPC0103,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",0,230,3999.73,25,4953.84,2025-10,0.4516,0.2924,14,31,326.0,271.63,16,2025-10-06,0.81,berlinda
ACM0865,Caldas_Novas-Geral-apartamento-SUP-2Q,Carteira 3,GO,"Caldas Novas, GO","Caldas Novas, GO, Do Turista",1,106,1978.46,25,1565.7,2025-10,0.3,0.2184,9,31,230.0,201.67,15,2025-10-06,1.26,ok
AGA0203,Camaçari-Jacuipe-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Monte Gordo",2,148,2761.35,83,3983.03,2025-10,0.5517,0.2587,16,31,221.88,203.17,12,2025-10-06,0.69,atenção
BLS1257,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,899.5,136,993.18,2025-10,0.1935,0.2493,6,31,186.17,217.78,23,2025-10-06,0.91,berlinda
CEJ0304,Florianopolis-Jurere_Longe-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,16,3960.63,28,2542.7,2025-10,0.8387,0.2885,26,31,229.15,215.0,5,2025-10-06,1.56,ok
CEP093,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",19,756,2589.31,63,3201.52,2025-10,0.75,0.294,9,31,279.44,287.5,2,2025-10-06,0.81,berlinda
CLR0211,Brasilia-Vila_Planalto-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,97,2447.06,67,2924.13,2025-10,0.3548,0.3613,11,31,249.82,253.73,15,2025-10-06,0.84,berlinda
DMS0203,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede",4,231,7031.75,62,4928.6,2025-10,0.6296,0.4141,17,31,483.0,357.89,9,2025-10-06,1.43,ok
DPR0002,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,224,1434.67,21,1518.27,2025-10,0.4516,0.2688,14,31,129.57,130.19,16,2025-10-06,0.94,berlinda
EBA0401,Porto_Alegre-Cidade_Baixa-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Cidade Baixa",1,692,392.44,30,1317.05,2025-10,0.1333,0.3984,4,31,128.0,126.56,25,2025-10-06,0.3,crítico
ECL1902,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,111,582.18,247,1872.53,2025-10,0.0968,0.3875,3,31,137.8,170.0,24,2025-10-06,0.31,crítico
EMM0202,Guarapari-Praia_do_Morro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,387,3332.15,43,3377.02,2025-10,0.5484,0.5075,17,31,207.88,172.36,11,2025-10-06,0.99,berlinda
ESS1004,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Alto da Glória",1,219,2421.32,59,1362.55,2025-10,0.6333,0.243,19,31,154.58,165.0,11,2025-10-06,1.78,ok
EVZ0601,Balneario_Camboriu-Norte-apartamento-JR-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,204,1169.28,18,3795.68,2025-10,0.129,0.2741,4,31,300.0,300.0,21,2025-10-06,0.31,crítico
JMA006,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,748,1599.29,23,1026.8,2025-10,0.5484,0.2353,17,31,125.29,124.0,14,2025-10-06,1.56,ok
MHFB2007,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,350,711.9,7,1455.01,2025-10,0.1935,0.199,6,31,155.0,288.0,23,2025-10-06,0.49,crítico
NRR128,Balneario_Camboriu-Intermediario-casa-JR-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5,859,2541.39,14,3863.78,2025-10,0.6538,0.2696,17,31,181.35,174.25,8,2025-10-06,0.66,atenção
NWT1010,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,161,9769.89,23,6021.4,2025-10,0.7419,0.6294,23,31,494.57,526.71,7,2025-10-06,1.62,ok
PSOA1103,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,70,2322.24,13,1489.07,2025-10,0.4516,0.4061,14,31,191.86,153.13,15,2025-10-06,1.56,ok
RMM0318,Florianopolis-Ingleses_Centro-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,560,3186.59,21,1664.26,2025-10,0.5484,0.3737,17,31,254.71,162.62,13,2025-10-06,1.91,ok
SMZ407,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,511,3195.52,101,3543.65,2025-10,0.5161,0.4508,16,31,248.75,284.77,13,2025-10-06,0.9,berlinda
SOH1102,Maceio-Ponta_Verde-apartamento-SUP-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,306,4638.05,26,4196.4,2025-10,0.6452,0.515,20,31,275.9,226.7,10,2025-10-06,1.11,ok
THO2614,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",1,502,1969.0,59,1362.55,2025-10,0.4333,0.243,13,31,167.08,159.2,15,2025-10-06,1.45,ok
TRC0410,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",1,99,1852.42,32,1791.73,2025-10,0.4,0.3064,12,31,180.0,195.44,16,2025-10-06,1.03,berlinda
VGL041,Petropolis-Mosela-casa-JR-3Q,Carteira 4,RJ,"Petrópolis, RJ","Petrópolis, RJ, Mosela",7,825,2744.74,13,1070.58,2025-10,0.4167,0.2045,10,31,315.1,215.0,12,2025-10-06,2.56,meta_subestimada
BDR522,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1252,1205.13,19,2222.75,2025-10,0.2903,0.4709,9,31,162.44,167.41,17,2025-10-06,0.54,atenção
DMS0304,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede",4,229,10925.62,62,4928.6,2025-10,0.963,0.4141,26,31,563.0,,0,2025-10-06,2.22,meta_subestimada
MHF1803,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,469,2394.88,8,2301.25,2025-10,0.4839,0.3219,15,31,196.93,169.93,14,2025-10-06,1.04,berlinda
NWT0918,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,188,5775.58,30,4057.04,2025-10,0.8387,0.5207,26,31,286.62,250.0,5,2025-10-06,1.42,ok
PNJ0203,Florianopolis-Ingleses_Centro-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,138,1354.9,13,2520.72,2025-10,0.2581,0.1824,8,31,215.5,215.24,17,2025-10-06,0.54,atenção
RFM0025,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,173,2654.32,24,4119.82,2025-10,0.3226,0.3773,10,31,340.0,354.73,15,2025-10-06,0.64,atenção
RGN0205,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Centro",0,6,2806.16,15,2522.66,2025-10,0.5806,0.2699,18,31,204.67,184.8,10,2025-10-06,1.11,ok
RGP302,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,540,3129.67,26,3515.8,2025-10,0.6452,0.3492,20,31,198.55,201.38,8,2025-10-06,0.89,berlinda
RJF006,Urubici-Geral-casa-TOP-2Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas",0,565,0.0,19,3805.41,2025-10,0.0,0.1654,0,31,,558.4,25,2025-10-06,0.0,crítico
SLC0202,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,287,1150.05,13,1859.49,2025-10,0.5484,0.4225,17,31,82.71,92.38,13,2025-10-06,0.62,atenção
SPT0303,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,391,5381.1,40,5178.91,2025-10,0.3871,0.4511,12,31,509.5,210.38,13,2025-10-06,1.04,berlinda
TPS302,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,1800.9,23,2723.4,2025-10,0.4516,0.4492,14,31,152.71,149.86,14,2025-10-06,0.66,atenção
URA0015,Porto_Seguro-Urbano-casa-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,671,3620.61,17,3338.25,2025-10,0.6774,0.4402,21,31,195.0,161.71,7,2025-10-06,1.08,berlinda
VST014,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,426,1093.95,32,1199.53,2025-10,0.1935,0.0877,6,31,257.83,207.29,21,2025-10-06,0.91,berlinda
AMC0204,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,635,2106.44,25,1510.45,2025-10,0.4194,0.3462,13,31,190.0,178.56,18,2025-10-06,1.39,ok
CNA006,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6179.0,23,7494.02,2025-10,0.2903,0.3161,9,31,638.0,725.47,17,2025-10-06,0.82,berlinda
DPAC0116,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Águas Claras",0,168,1567.27,79,1225.28,2025-10,0.3226,0.2756,10,31,171.42,174.72,18,2025-10-06,1.28,ok
ELU0311,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,567,3339.68,15,2997.61,2025-10,0.5161,0.3664,16,31,231.94,260.62,13,2025-10-06,1.11,ok
GDP0008,Brasilia-Asa_Sul-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,238,1101.85,191,1896.86,2025-10,0.2258,0.4179,7,31,168.71,204.95,20,2025-10-06,0.58,atenção
GRB0917,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Rio Branco",3,322,1034.96,82,1364.68,2025-10,0.2857,0.2763,8,31,157.5,167.73,22,2025-10-06,0.76,atenção
JPR211,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,961,5354.68,15,2997.61,2025-10,0.8065,0.3664,25,31,278.88,231.5,4,2025-10-06,1.79,ok
MHF1206,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,282,0.0,8,2301.25,2025-10,0.0,0.3219,0,31,,300.0,25,2025-10-06,0.0,crítico
MHFA0503,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1677.42,7,1455.01,2025-10,0.4516,0.199,14,31,140.36,144.79,14,2025-10-06,1.15,ok
MRV0001,Imbituba-Praia_do_Rosa-casa-SUP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Praia do Rosa",8,376,3107.42,11,2722.67,2025-10,0.6522,0.2286,15,31,273.33,193.38,8,2025-10-06,1.14,ok
MTA0201,Barra_Velha-Centro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Tabuleiro",0,70,1026.97,7,1618.51,2025-10,0.2903,0.0761,9,31,129.78,143.05,21,2025-10-06,0.63,atenção
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",4,196,2180.12,7,2968.41,2025-10,0.4444,0.1337,12,31,226.5,211.08,13,2025-10-06,0.73,atenção
NBL0401,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,671,662.12,44,1267.78,2025-10,0.1613,0.2528,5,31,153.4,139.67,21,2025-10-06,0.52,atenção
NWT0811,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,146,9229.34,23,6021.4,2025-10,0.7419,0.6294,23,31,532.3,501.0,8,2025-10-06,1.53,ok
NWT0903,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,188,2090.74,30,4057.04,2025-10,0.3226,0.5207,10,31,252.1,252.24,17,2025-10-06,0.52,atenção
PPE0302,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Brooklin Novo",0,54,3816.6,103,2004.89,2025-10,0.6774,0.3064,21,31,234.14,205.5,8,2025-10-06,1.9,ok
RAA0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,44,1088.09,15,2170.35,2025-10,0.3077,0.1713,8,31,177.5,219.22,18,2025-10-06,0.5,atenção
RCX1807,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,230,4184.89,8,3653.92,2025-10,0.6129,0.3194,19,31,235.79,264.09,11,2025-10-06,1.15,ok
STP1106,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0,183,1459.68,28,2350.64,2025-10,0.3226,0.4512,10,31,187.0,140.83,18,2025-10-06,0.62,atenção
TCO1008,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,366,1860.36,71,1060.84,2025-10,0.6129,0.3052,19,31,128.16,122.36,11,2025-10-06,1.75,ok
TPS108,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,972,3581.02,23,2723.4,2025-10,0.9032,0.4492,28,31,150.0,133.33,3,2025-10-06,1.31,ok
TSF1302,Balneario_Camboriu-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,314,4217.37,64,3247.43,2025-10,0.5806,0.2867,18,31,271.5,183.1,10,2025-10-06,1.3,ok
VST020,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,994.41,32,1199.53,2025-10,0.1935,0.0877,6,31,245.5,192.24,21,2025-10-06,0.83,berlinda
ADC105,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,1052,3937.03,18,5178.57,2025-10,0.4839,0.3315,15,31,337.07,367.0,12,2025-10-06,0.76,atenção
BLS1253,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,1103.97,43,1024.83,2025-10,0.1935,0.2024,6,31,224.17,226.86,22,2025-10-06,1.08,berlinda
CTA022,Florianopolis-Praia_Brava-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",7,1364,4819.06,18,5304.12,2025-10,0.9583,0.277,23,31,247.3,210.0,1,2025-10-06,0.91,berlinda
