listing,carteira,estado,cidade,Bairro
SOV0002,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí"
SOV0005,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí"
SOV0103,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí"
SPA109,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
SPA309,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
SPB0502,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
SPB0605,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
SPI0811,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
SPJ0101,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0102,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0104,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0105,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0106,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0201,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0202,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0203,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0204,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0205,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0301,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0302,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0303,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0304,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0305,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0401,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0402,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0403,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0404,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0405,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0501,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0502,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0503,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0504,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPJ0505,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
SPL0342,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Centro"
SPM0161,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Campeche Central"
SPR1304,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Trancoso"
SPR304,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Trancoso"
SPT0006,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0101,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0102,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0103,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0104,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0105,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0107,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0109,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0110,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0201,Carteira 6,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0202,Carteira 6,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0203,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0204,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0205,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0208,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0301,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0303,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0304,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0407,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0501,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0505,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPT0507,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca"
SPZ0610,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi"
SQC0810,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema"
SQS033,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
SRE0201,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
SRE505,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
SRL002,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
SRO0002,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
SRR0007,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Village"
SSG0102,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0107,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0125,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0207,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0225,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0304,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0305,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0313,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0317,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0320,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0412,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0424,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG0425,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSG112,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SAA0517,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina"
SSG210,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSL0211,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSL303,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
SSN0304,Especial,BA,"Salvador, BA","Salvador, BA, Costa Azul"
SSQ1107,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste"
STB001,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Pilarzinho"
STB002,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Pilarzinho"
STB003,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Pilarzinho"
STCY101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus"
STCY102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus"
STCY201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus"
SMA0819,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina"
SMA0314,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina"
SMA0407,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina"
SMA0916,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina"
STCY202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus"
STG2085,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Grama"
STI102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STI105,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STI108,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STI109,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STI209,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STI210,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STL0604,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real"
STL0702,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real"
STL401,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real"
STM0500,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
STM188,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STN0404,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
STN205,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
STO2206,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Santinho"
STP0903,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro"
STP1106,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro"
STR107,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
STT003,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
STT004,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
STT008,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
STT009,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
STU309,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
SUM0103,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras"
SUN802,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
SVC0102,Carteira 6,SP,"Santos, SP","Santos, SP, Gonzaga"
SVE401,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
SVE407,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
SVE508,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
SVM1409,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
SVM1804,Carteira 4,BA,"Salvador, BA","Salvador, BA, Vitória"
SVN0401,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
SVO0506,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, PANTANAL"
SVS0219,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste"
SYH333,Carteira 5,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco"
SYH334,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco"
SYH335,Carteira 5,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco"
TAH0602,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
TAI025,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
TAN0000,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
TAT001,Carteira 4,BA,"Salvador, BA","Salvador, BA, Costa Azul"
TAU214,Carteira 4,AL,"Maceió, AL","Maceió, AL, Jatiúca"
TBL0003,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Centro"
TBS102,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TBS106,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TBS1105,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TCL102,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
TCO1016,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1115,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0210,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0213,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0312,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
SFR0401,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0301,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0511,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0411,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0412,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0415,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0315,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
SFR0311,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
TCO0316,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0401,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0402,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0403,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0409,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0412,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0501,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0503,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0507,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0511,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0512,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0513,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0604,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0609,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0611,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0612,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0614,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0615,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0616,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0617,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0709,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0712,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0715,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0802,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0811,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0815,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0904,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0907,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0911,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO0914,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1005,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1008,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1013,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1003,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1014,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1103,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1104,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1106,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1117,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1210,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1215,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCO1216,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
TCR0913,Carteira 1,DF,"Brasília, DF","Brasília, DF, Taguatinga Sul"
TCR0721,Carteira 2,DF,"Brasília, DF","Brasília, DF, Taguatinga Sul"
TCR0113,Carteira 1,DF,"Brasília, DF","Brasília, DF, Taguatinga Sul"
TDB0101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
TDE0587,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TEA083,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
TEAS183,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
TEAS283,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
TEN001,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
TEN004,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
TEN005,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
TEN006,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
TEN007,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
TER102,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
TER301,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
TFL002,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
THK0202,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República"
THK1902,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República"
THO2608,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
THO2614,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
THO2705,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
THO2707,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
THO2708,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
THO2709,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás"
TINT3J4,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Brooklin Paulista"
TLS901,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TMHB102,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Porto de pedras"
TMHC104,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Porto de pedras"
TML501,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro"
TOCA151,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TOCA152,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
TOS123,Carteira 6,SP,"Campos do Jordão, SP","Campos do Jordão, SP, J Nova Suíça"
TOW0205,Carteira 1,BA,"Salvador, BA","Salvador, BA, Ondina"
TPR708,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Farroupilha"
TPS0206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS0308,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS103,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS104,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS105,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS106,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS107,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS108,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS109,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS204,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS205,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS207,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS208,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS209,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS210,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS211,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS212,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS303,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS306,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS307,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS310,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS311,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPS312,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
TPV511,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Porto Seguro"
TPZ0403,Carteira 2,BA,"SIm	Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TPZ0422,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TPZ0426,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TRA0014,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba Monte Gordo"
TRCM9034,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Trancoso"
TRE013,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TRE014,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TRE015,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TRE016,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
TRN0401,Especial,BA,"Salvador, BA","Salvador, BA, Barra"
SPB0302,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
SPB0604,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
TRS0001,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TRS0002,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TRS0003,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TRS0004,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TRS0005,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TRS0006,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
TSF1302,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
TSO0311,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados"
TSO0503,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados"
TSO0602,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados"
TSR0501,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
TTE1208,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Cidade Mãe do Céu"
TVT1008,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
TVT1009,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
TVT303,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
TVT904,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
TXP0025,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0103,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0111,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0116,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0125,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0204,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0206,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0207,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0304,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0305,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0311,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0313,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0314,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0318,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0501,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0502,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0503,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
