listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,data_atualizacao
VLO0414,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,318,4572.18,13,3702.6,2025-09,0.5,0.4917,15,30,,591.0,27,1.23,ok,2025-09-25
AMC0202,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,440,1996.72,24,1081.52,2025-09,0.8,0.4222,24,30,176.24,171.0,14,1.85,ok,2025-09-25
BLSA1455,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,395,3704.04,49,3075.47,2025-09,0.8333,0.601,25,30,202.22,233.21,19,1.2,ok,2025-09-25
CAG0003,Camaçari-Monte_Gordo-casa-SUP-4Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba",6,63,3598.01,12,5528.06,2025-09,0.4583,0.5764,11,30,569.56,439.35,17,0.65,atenção,2025-09-25
CEV2304,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,245,2584.06,51,1999.06,2025-09,0.9333,0.519,28,30,148.3,146.29,21,1.29,ok,2025-09-25
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,374,3138.8,18,1552.33,2025-09,0.8667,0.303,26,30,179.77,163.8,5,2.02,meta_subestimada,2025-09-25
CNB005,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,535,6944.29,14,6686.31,2025-09,0.4828,0.6578,14,30,,581.45,29,1.04,berlinda,2025-09-25
DSG1301,Sao_Paulo-Vila_Olimpia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi",0,130,6675.85,278,5892.85,2025-09,0.9,0.7432,27,30,323.91,338.83,6,1.13,ok,2025-09-25
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1397,6126.07,27,7048.76,2025-09,0.7,0.8433,21,30,519.88,611.11,9,0.87,berlinda,2025-09-25
JBV214,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,984,5632.7,26,4750.51,2025-09,0.9333,0.5987,28,30,1474.73,268.8,5,1.19,ok,2025-09-25
JBV462,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,1315,9560.95,32,7018.73,2025-09,0.5926,0.7825,16,30,618.67,472.17,6,1.36,ok,2025-09-25
JPR212,Florianopolis-Jurere_Tradicional-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1217,4676.94,15,5596.19,2025-09,0.6,0.516,18,30,324.54,264.6,5,0.84,berlinda,2025-09-25
LVR010,Campos_do_Jordao-Capivari_Centro-apartamento-SUP-2Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vila Iara",3,880,2334.43,38,3220.7,2025-09,0.2222,0.3035,6,30,417.25,341.67,18,0.72,atenção,2025-09-25
MHF0704,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,410,3219.65,9,1154.3,2025-09,0.8667,0.3307,26,30,182.18,186.7,20,2.79,meta_subestimada,2025-09-25
MHFB0507,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,396,1912.43,12,1138.7,2025-09,0.6333,0.3389,19,30,134.0,138.38,26,1.68,ok,2025-09-25
MPL0215,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",1,208,3057.47,98,3478.4,2025-09,0.7241,0.7543,21,30,,173.59,29,0.88,berlinda,2025-09-25
NLUH0008,São_Miguel_dos_Milagres-Geral-casa-TOP-3Q,Carteira 2,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Praia do Marceneiro",7,327,8236.77,18,9487.24,2025-09,0.6957,0.6028,16,30,705.84,591.0,4,0.87,berlinda,2025-09-25
NWT0803,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,264,5218.04,33,4282.3,2025-09,0.7667,0.6542,23,30,275.06,289.6,15,1.22,ok,2025-09-25
ONJ2712,Sao_Paulo-Moema-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema",14,206,2134.69,522,4002.65,2025-09,0.875,0.6977,14,30,,,0,0.53,atenção,2025-09-25
PGR1101,Porto_Alegre-Jardim_Botanico-apartamento-TOP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",12,160,952.0,25,4902.94,2025-09,0.2222,0.7143,4,30,,280.0,20,0.19,crítico,2025-09-25
PPB0603,Goiania-Central-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,698,4466.05,51,3855.04,2025-09,0.7857,0.5718,22,30,220.25,209.28,18,1.16,ok,2025-09-25
RFM0021,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",1,376,2170.74,28,2699.67,2025-09,0.5862,0.6556,17,30,209.5,205.63,27,0.8,berlinda,2025-09-25
RPC301,Florianopolis-Canasvieiras_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1236,2406.67,17,2177.7,2025-09,0.6333,0.4737,19,30,161.08,154.08,12,1.11,ok,2025-09-25
SCO0004,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,146,1661.56,22,1166.84,2025-09,0.6333,0.4206,19,30,112.33,119.11,18,1.42,ok,2025-09-25
SPJ0403,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,455,3183.74,15,3792.7,2025-09,0.8621,0.5025,25,30,206.77,276.0,9,0.84,berlinda,2025-09-25
SPT0101,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",1,525,613.9,35,1512.11,2025-09,0.2414,0.4968,7,30,570.38,255.43,21,0.41,crítico,2025-09-25
BBH1003,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,348,3900.61,33,1157.7,2025-09,0.8333,0.1817,25,30,245.7,219.5,6,3.37,meta_subestimada,2025-09-25
BOU0101,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,383,1372.21,27,875.92,2025-09,0.6333,0.3667,19,30,97.82,127.57,7,1.57,ok,2025-09-25
ELF0403,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",1,124,1387.24,22,1500.51,2025-09,0.2759,0.2446,8,30,228.0,236.77,26,0.92,berlinda,2025-09-25
ELF0609,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",12,95,250.28,22,1500.51,2025-09,0.1111,0.2446,2,30,160.41,180.0,4,0.17,crítico,2025-09-25
ESN0505,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",1,168,5589.02,38,3042.57,2025-09,0.931,0.6421,27,30,319.9,263.2,10,1.84,ok,2025-09-25
ESR1912,Curitiba-Batel-apartamento-TOP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,595,4709.76,20,3748.47,2025-09,0.7667,0.587,23,30,290.14,372.33,9,1.26,ok,2025-09-25
ETL2702,Balneario_Camboriu-Norte-apartamento-MASTER-4Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",8,273,8984.8,17,8622.99,2025-09,0.8636,0.4286,19,30,826.0,869.13,15,1.04,berlinda,2025-09-25
GDP0010,Brasilia-Asa_Sul-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,129,3425.99,221,2858.98,2025-09,0.8333,0.7071,25,30,197.65,202.58,12,1.2,ok,2025-09-25
IFT1304,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,187,3116.47,23,1980.56,2025-09,0.9333,0.4156,28,30,184.25,300.0,15,1.57,ok,2025-09-25
JCS0004,Penha-Longe-casa-JR-1Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,265,2116.99,15,1021.91,2025-09,0.8333,0.3088,25,30,126.79,116.47,15,2.07,meta_subestimada,2025-09-25
MCG0006,Porto_Seguro-Pitinga-casa-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",0,269,0.0,15,4379.63,2025-09,0.0,0.5238,0,30,,636.0,29,0.0,crítico,2025-09-25
MHF0508,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",4,327,2654.51,12,2525.58,2025-09,0.6154,0.3191,16,30,239.73,198.95,20,1.05,berlinda,2025-09-25
NWT0603,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,5713.78,33,4282.3,2025-09,0.9333,0.6542,28,30,273.33,276.43,14,1.33,ok,2025-09-25
NWT1001,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,138,6011.82,33,4282.3,2025-09,0.8667,0.6542,26,30,339.56,282.83,12,1.4,ok,2025-09-25
NWT1123,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,60,3187.15,33,4282.3,2025-09,0.5333,0.6542,16,30,298.0,280.27,15,0.74,atenção,2025-09-25
OAG0507,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",2,94,2272.82,270,5055.45,2025-09,0.4286,0.7284,12,30,268.3,256.5,20,0.45,crítico,2025-09-25
PSO0601,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,28,2546.49,11,1518.27,2025-09,0.8,0.5812,24,30,193.0,172.27,11,1.68,ok,2025-09-25
RFM0017,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,130,1243.54,28,2699.67,2025-09,0.2667,0.6556,8,30,,204.07,29,0.46,crítico,2025-09-25
SPJ0201,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,455,3961.74,15,3792.7,2025-09,0.8333,0.5025,25,30,204.22,282.13,8,1.04,berlinda,2025-09-25
SPJ0302,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,457,2898.46,15,3792.7,2025-09,0.7667,0.5025,23,30,189.05,223.42,12,0.76,atenção,2025-09-25
SPT0203,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,482,1970.52,35,1512.11,2025-09,0.8,0.4968,24,30,475.55,231.67,18,1.3,ok,2025-09-25
THK0502,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,21,3061.36,443,3102.72,2025-09,0.9,0.7135,27,30,145.2,139.52,21,0.99,berlinda,2025-09-25
TPS210,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,620,3904.5,20,2397.6,2025-09,1.0,0.5347,30,30,175.53,175.78,9,1.63,ok,2025-09-25
TRS0005,Penha-Beto_Carrero-casa-JR-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,103,1215.24,21,1197.1,2025-09,0.5,0.4542,15,30,131.6,108.37,24,1.02,berlinda,2025-09-25
VAC0601,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",30,98,0.0,26,1746.5,2025-09,,0.2918,0,30,,243.0,1,0.0,crítico,2025-09-25
VST032,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,426,4595.32,36,2529.96,2025-09,0.7241,0.2014,21,30,311.0,211.67,18,1.82,ok,2025-09-25
CCI003,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",11,980,0.0,16,2915.28,2025-09,0.0,0.464,0,30,,528.0,29,0.0,crítico,2025-09-25
CMC101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,985,1619.3,14,1500.46,2025-09,0.4667,0.3743,14,30,,178.55,29,1.08,berlinda,2025-09-25
CPM1110,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,42,4444.88,396,4260.48,2025-09,0.9,0.6882,27,30,191.47,219.0,14,1.04,berlinda,2025-09-25
CRN0705,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",2,185,5315.09,214,4116.85,2025-09,0.8571,0.7015,24,30,337.6,308.91,11,1.29,ok,2025-09-25
DBH0807,Guarapari-Praia_do_Morro-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,7,1608.77,67,2199.55,2025-09,0.5,0.5474,15,30,208.63,161.14,21,0.73,atenção,2025-09-25
EAC403,Balneario_Camboriu-Centro-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,672,1579.17,23,1554.28,2025-09,0.6333,0.4968,19,30,141.13,121.13,8,1.02,berlinda,2025-09-25
EAZ305,Florianopolis-Itacorubi-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, João Paulo",0,536,3024.91,14,2409.16,2025-09,0.4667,0.4517,14,30,350.0,350.0,26,1.26,ok,2025-09-25
EMP2201,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,773,4313.3,16,3232.16,2025-09,0.9667,0.52,29,30,217.04,232.29,7,1.33,ok,2025-09-25
IAA0504,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,537,4985.86,52,4952.87,2025-09,0.8667,0.7607,26,30,238.7,218.43,21,1.01,berlinda,2025-09-25
IAP0403,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses sul",0,321,2433.02,22,2595.66,2025-09,0.7,0.6402,21,30,140.0,203.65,23,0.94,berlinda,2025-09-25
IDA105,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",3,815,2720.73,41,2277.41,2025-09,0.9259,0.5442,25,30,212.65,154.9,10,1.19,ok,2025-09-25
ILC3308,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,977,6032.67,27,7048.76,2025-09,0.8148,0.8433,22,30,502.0,522.86,7,0.86,berlinda,2025-09-25
IML0107,Bombinhas-Mariscal-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",0,426,2687.57,13,2043.83,2025-09,0.7,0.2485,21,30,205.84,209.0,6,1.31,ok,2025-09-25
IPTR0171,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,225,3336.88,40,2217.55,2025-09,0.9286,0.4214,26,30,241.6,161.81,16,1.5,ok,2025-09-25
ITFA039,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",0,455,2604.28,8,3688.62,2025-09,0.5,0.5764,15,30,216.89,191.7,20,0.71,atenção,2025-09-25
MCD002,Campos_do_Jordao-Capivari_Centro-casa-SUP-3Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, V Dubieux",4,481,2214.03,10,4301.76,2025-09,0.2308,0.2803,6,30,355.0,380.09,23,0.51,atenção,2025-09-25
MHF2109,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,437,3582.01,12,2525.58,2025-09,0.7667,0.3191,23,30,289.21,216.53,15,1.42,ok,2025-09-25
MOL0502,Sao_Paulo-Liberdade-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Liberdade",0,378,3211.85,74,3402.76,2025-09,0.6,0.7127,18,30,208.67,214.0,20,0.94,berlinda,2025-09-25
NOA0704,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",5,339,2121.59,126,3568.51,2025-09,0.6,0.6491,15,30,188.6,173.13,23,0.59,atenção,2025-09-25
OBP0301,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,340,6165.64,22,3392.65,2025-09,0.8,0.3567,24,30,387.24,277.5,4,1.82,ok,2025-09-25
PSO0906,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,40,2263.46,11,1518.27,2025-09,0.7,0.5812,21,30,170.73,155.38,16,1.49,ok,2025-09-25
PSOA0707,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",1,75,1809.84,11,1518.27,2025-09,0.6897,0.5812,20,30,221.43,165.33,15,1.19,ok,2025-09-25
QTIB0301,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,52,1722.36,14,1500.46,2025-09,0.5333,0.3743,16,30,169.71,177.64,22,1.15,ok,2025-09-25
RLN0104,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo",2,243,2569.03,37,2685.15,2025-09,0.5357,0.3417,15,30,297.0,245.59,22,0.96,berlinda,2025-09-25
SDR006,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1508,1285.31,23,2646.9,2025-09,0.5,0.7257,15,30,144.0,173.95,20,0.49,crítico,2025-09-25
TVT1008,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,528,4787.09,44,3395.96,2025-09,0.8,0.5513,24,30,328.35,287.36,14,1.41,ok,2025-09-25
TXP0505,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,711,3296.47,143,2973.3,2025-09,0.7586,0.6535,22,30,,,0,1.11,ok,2025-09-25
TXP1405,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,686,3929.74,143,2973.3,2025-09,0.9333,0.6535,28,30,186.4,196.85,26,1.32,ok,2025-09-25
BCL0507,Ilheus-Pontal-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Pontal",0,362,3727.84,29,2595.17,2025-09,0.8667,0.4408,26,30,299.0,177.62,21,1.44,ok,2025-09-25
CVY0306,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,67,2121.2,77,2090.05,2025-09,0.52,0.4437,13,30,323.29,211.5,20,1.01,berlinda,2025-09-25
DLH0206,Gramado-Centro-apartamento-TOP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",2,460,5393.68,25,4867.1,2025-09,0.8571,0.6074,24,30,314.46,395.71,7,1.11,ok,2025-09-25
EAC1304,Balneario_Camboriu-Centro-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,672,2696.92,23,1554.28,2025-09,0.9,0.4968,27,30,148.68,150.83,6,1.74,ok,2025-09-25
IBI307,Florianopolis-Jurere_Internacional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1391,3877.57,15,1417.8,2025-09,0.7,0.3167,21,30,249.38,199.57,14,2.73,meta_subestimada,2025-09-25
IFT0808,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,108,3235.75,23,1980.56,2025-09,0.9333,0.4156,28,30,198.48,179.7,10,1.63,ok,2025-09-25
ILC2505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1221,8456.63,27,7048.76,2025-09,0.8667,0.8433,26,30,564.71,505.0,15,1.2,ok,2025-09-25
ILC3209,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1384,8169.24,27,7048.76,2025-09,0.8667,0.8433,26,30,545.53,482.0,12,1.16,ok,2025-09-25
ILC3415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,1910,7300.34,27,7048.76,2025-09,0.6538,0.8433,17,30,459.18,529.73,11,1.04,berlinda,2025-09-25
MHFA0506,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,395,2778.42,12,1138.7,2025-09,0.9333,0.3389,28,30,153.13,145.44,16,2.44,meta_subestimada,2025-09-25
MUT0054,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",5,97,3263.15,20,3453.98,2025-09,0.68,0.3776,17,30,415.76,345.5,6,0.94,berlinda,2025-09-25
NWT0420,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,305,5532.23,33,4282.3,2025-09,0.7667,0.6542,23,30,275.0,280.0,19,1.29,ok,2025-09-25
NWT0618,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,4728.82,33,4282.3,2025-09,0.8667,0.6542,26,30,273.37,277.5,12,1.1,ok,2025-09-25
NWT0705,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,88,4965.87,33,4282.3,2025-09,0.7667,0.6542,23,30,,280.0,29,1.16,ok,2025-09-25
ONX1411,Goiania-Central-apartamento-JR-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,417,3522.29,73,2660.5,2025-09,0.9667,0.617,29,30,169.54,169.38,16,1.32,ok,2025-09-25
PET0011,Ilheus-Sul-apartamento-MASTER-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Jardim Atlântico",2,174,4006.24,7,6701.4,2025-09,0.4286,0.7765,12,30,363.46,364.0,5,0.6,atenção,2025-09-25
PTA0104,Cabedelo-Intermares-apartamento-SUP-2Q,Carteira 2,PB,"Cabedelo, PB","Cabedelo, PB, Intermares",0,301,2096.85,36,3162.16,2025-09,0.6,0.6371,18,30,138.92,140.83,18,0.66,atenção,2025-09-25
RRB0202,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,341,2273.5,21,681.28,2025-09,0.6667,0.3186,20,30,142.5,146.6,20,3.34,meta_subestimada,2025-09-25
SBG003,Ubatuba-Praia_Grande-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",8,600,839.47,165,2156.72,2025-09,0.3636,0.4394,8,30,230.4,247.2,15,0.39,crítico,2025-09-25
SCO0012,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,158,2036.75,22,1166.84,2025-09,0.8333,0.4206,25,30,119.11,130.55,22,1.75,ok,2025-09-25
VGZ0007,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",3,559,1604.28,58,2136.28,2025-09,0.4444,0.3702,12,30,147.93,136.79,14,0.75,atenção,2025-09-25
VLE003,Bombinhas-Mariscal-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",0,1433,0.0,24,1614.62,2025-09,0.0,0.3106,0,30,,198.0,29,0.0,crítico,2025-09-25
ABC0403,Itajai-Praia_Brava-apartamento-SUP-3Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí",0,895,5820.68,26,3348.06,2025-09,0.9,0.493,27,30,270.78,298.73,11,1.74,ok,2025-09-25
BLU0206,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",7,437,2020.22,9,2084.7,2025-09,0.6957,0.2616,16,30,241.47,220.17,6,0.97,berlinda,2025-09-25
CET603,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,845,6059.56,26,3897.07,2025-09,0.9333,0.5666,28,30,298.95,316.44,9,1.55,ok,2025-09-25
CVPF102,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS",0,572,2753.12,38,2722.55,2025-09,0.5333,0.4168,16,30,244.93,250.0,17,1.01,berlinda,2025-09-25
JMA008,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",30,426,0.0,31,1111.69,2025-09,,0.4485,0,30,,119.94,17,0.0,crítico,2025-09-25
