listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,data_atualizacao
NWT0318,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,164,6074.08,33,4282.3,2025-09,0.8333,0.6542,25,30,301.84,332.5,12,1.42,ok,2025-09-25
NWT0704,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,125,5223.02,33,4282.3,2025-09,0.8333,0.6542,25,30,306.29,281.94,17,1.22,ok,2025-09-25
ONP2021,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",3,109,3973.04,569,3559.8,2025-09,0.9259,0.6934,25,30,191.77,179.39,18,1.12,ok,2025-09-25
PTR0003,Porto_Seguro-Pataxos-apartamento-SUP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",2,271,894.0,19,3309.05,2025-09,0.2143,0.3864,6,30,376.22,280.94,17,0.27,crítico,2025-09-25
RPN0101,Florianopolis-Canajure-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurere",6,17,3273.75,14,2487.95,2025-09,0.8333,0.3305,20,30,285.0,274.52,25,1.32,ok,2025-09-25
RTQ0009,Mata_de_Sao_Joao-Praia_Imbassai-casa-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",2,104,579.78,11,2620.48,2025-09,0.1071,0.3677,3,30,,401.0,29,0.22,crítico,2025-09-25
RVR0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",3,662,2199.93,39,2601.66,2025-09,0.5926,0.6281,16,30,227.12,188.0,13,0.85,berlinda,2025-09-25
SDR008,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",1,1461,1343.87,23,2646.9,2025-09,0.5172,0.7257,15,30,136.63,169.64,22,0.51,atenção,2025-09-25
SOA0610,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",13,249,1584.95,12,3677.87,2025-09,0.7059,0.6822,12,30,186.0,155.59,17,0.43,crítico,2025-09-25
SPT0501,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",1,460,945.54,35,1512.11,2025-09,0.4138,0.4968,12,30,553.0,245.37,19,0.63,atenção,2025-09-25
SSG0304,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",1,676,3233.42,16,1780.07,2025-09,0.5862,0.6048,17,30,218.0,330.34,29,1.82,ok,2025-09-25
STO2206,Especial-STO-apartamento-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Santinho",1,1910,8883.13,98,2137.39,2025-09,0.7586,0.3928,22,30,778.67,990.0,20,4.16,meta_subestimada,2025-09-25
TPS105,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,970,2693.49,20,2397.6,2025-09,0.8667,0.5347,26,30,158.56,182.17,12,1.12,ok,2025-09-25
VST008,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",4,427,4325.48,36,2529.96,2025-09,0.6538,0.2014,17,30,345.0,189.8,25,1.71,ok,2025-09-25
ADC0205,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,199,3208.25,21,4087.65,2025-09,0.5,0.4109,15,30,296.95,358.7,10,0.78,atenção,2025-09-25
ATT0602,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,279,3912.38,20,3415.22,2025-09,0.88,0.3005,22,30,249.86,,0,1.15,ok,2025-09-25
CZZ0302,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,167,1807.45,53,2181.1,2025-09,0.4,0.2595,12,30,211.44,186.62,21,0.83,berlinda,2025-09-25
EBI0303,Curitiba-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Prado Velho",1,238,3013.26,268,2580.82,2025-09,0.8276,0.6544,24,30,,179.24,29,1.17,ok,2025-09-25
ECU102,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",4,734,2381.49,115,1611.7,2025-09,0.8846,0.4324,23,30,,231.39,23,1.48,ok,2025-09-25
ESS0505,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Alto da Glória",0,711,3079.13,80,2826.36,2025-09,0.8667,0.6358,26,30,173.31,146.33,18,1.09,berlinda,2025-09-25
HIG1003,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",7,56,2560.59,109,4153.95,2025-09,0.7826,0.7644,18,30,,,0,0.62,atenção,2025-09-25
ILC2305,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,507,6546.95,17,5034.14,2025-09,0.9231,0.5746,24,30,507.24,426.5,2,1.3,ok,2025-09-25
ILC3105,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1855,3671.06,17,5034.14,2025-09,0.5926,0.5746,16,30,405.15,362.81,16,0.73,atenção,2025-09-25
LHD0706,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,425,3489.06,143,2973.3,2025-09,0.8,0.6535,24,30,192.33,217.78,18,1.17,ok,2025-09-25
MHF1404,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,70,3862.97,9,1154.3,2025-09,0.9333,0.3307,28,30,210.6,198.18,11,3.35,meta_subestimada,2025-09-25
MHFB0905,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,392,2891.86,12,1138.7,2025-09,0.9333,0.3389,28,30,144.53,145.69,16,2.54,meta_subestimada,2025-09-25
NFE0708,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,61,2210.67,254,2538.28,2025-09,0.5333,0.6524,16,30,163.4,184.23,26,0.87,berlinda,2025-09-25
NWT0423,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,276,4616.77,33,4282.3,2025-09,0.7333,0.6542,22,30,291.09,280.17,18,1.08,berlinda,2025-09-25
OKA233,Florianopolis-Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,978,2874.27,27,2002.6,2025-09,0.8889,0.5184,24,30,225.93,234.93,15,1.44,ok,2025-09-25
PGO412,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,714,2451.93,31,1625.33,2025-09,0.7333,0.4432,22,30,142.75,141.36,25,1.51,ok,2025-09-25
PSOA0512,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,38,1687.25,11,1518.27,2025-09,0.5667,0.5812,17,30,166.83,156.5,12,1.11,ok,2025-09-25
PZO0907,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",3,237,2899.12,20,2189.04,2025-09,0.7037,0.4216,19,30,184.7,199.71,21,1.32,ok,2025-09-25
RFS205,Florianopolis-Canasvieiras_Meio-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,511,2064.81,10,2388.61,2025-09,0.6,0.3739,18,30,183.48,180.78,9,0.86,berlinda,2025-09-25
SOA0705,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,266,2848.62,23,2242.37,2025-09,0.8966,0.6421,26,30,166.07,134.12,17,1.27,ok,2025-09-25
VLP0109,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",1,299,4697.08,26,4669.65,2025-09,0.7241,0.5478,21,30,307.17,273.16,19,1.01,berlinda,2025-09-25
VST012,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",6,819,2775.35,36,2529.96,2025-09,0.5417,0.2014,13,30,269.25,221.47,19,1.1,berlinda,2025-09-25
CNA013,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,955,14512.26,25,9346.12,2025-09,0.8966,0.5516,26,30,735.83,622.18,11,1.55,ok,2025-09-25
CUR0905,Florianopolis-Itacorubi-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",3,33,2649.02,13,2802.96,2025-09,1.0,0.7419,27,30,172.52,160.0,8,0.95,berlinda,2025-09-25
DLH0205,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",2,339,6031.71,57,4304.82,2025-09,0.7857,0.4513,22,30,404.87,496.4,10,1.4,ok,2025-09-25
DRB0205,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,620,3838.25,66,2704.53,2025-09,0.5172,0.3858,15,30,390.22,297.69,13,1.42,ok,2025-09-25
EVB308,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,1201,3823.31,24,1552.33,2025-09,0.9,0.3282,27,30,224.39,209.46,13,2.46,meta_subestimada,2025-09-25
GET0302,Guara-Geral-apartamento-TOP-2Q,Especial,DF,"Brasília, DF","Brasília, DF, Zona Industrial",0,154,5235.97,7,4385.95,2025-09,0.7333,0.7784,22,30,285.5,291.35,17,1.19,ok,2025-09-25
ILC3315,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,1183,6443.33,27,7048.76,2025-09,0.9231,0.8433,24,30,434.27,440.54,13,0.91,berlinda,2025-09-25
JBV155,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,213,5727.93,26,4750.51,2025-09,0.8966,0.5987,26,30,348.11,379.33,12,1.21,ok,2025-09-25
JDA402,Balneario_Camboriu-Longe-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações",1,798,2735.78,10,2950.7,2025-09,0.6897,0.4615,20,30,221.85,189.94,18,0.93,berlinda,2025-09-25
LDN201,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",12,572,2187.98,77,2090.05,2025-09,0.6667,0.4437,12,30,294.07,242.5,4,1.05,berlinda,2025-09-25
MHF1603,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,325,3301.79,9,1154.3,2025-09,0.8,0.3307,24,30,184.9,194.85,20,2.86,meta_subestimada,2025-09-25
MZD0308,Cabo_Frio-Centro-apartamento-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",5,322,3151.43,84,3736.87,2025-09,0.88,0.5934,22,30,287.68,232.87,8,0.84,berlinda,2025-09-25
NWT0612,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,5018.3,33,4282.3,2025-09,0.7667,0.6542,23,30,255.18,271.54,13,1.17,ok,2025-09-25
PKS0115,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,151,3041.27,29,3823.9,2025-09,0.7667,0.7503,23,30,161.55,157.8,20,0.8,atenção,2025-09-25
PSO0809,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,31,2445.14,11,1518.27,2025-09,0.7667,0.5812,23,30,190.42,163.47,17,1.61,ok,2025-09-25
RAP308,Florianopolis-Campeche_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,556,3958.93,16,2529.93,2025-09,0.8333,0.6088,25,30,251.29,198.56,9,1.56,ok,2025-09-25
RGF1211,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",1,11,3231.82,27,2765.9,2025-09,0.8621,0.6437,25,30,178.82,184.21,14,1.17,ok,2025-09-25
RTBB1361,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",3,677,1479.49,27,875.92,2025-09,0.7037,0.3667,19,30,122.63,130.0,21,1.69,ok,2025-09-25
SGS0106,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,20,2556.06,25,3886.19,2025-09,0.7,0.5887,21,30,188.2,199.05,20,0.66,atenção,2025-09-25
TCO0210,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",1,208,2533.06,75,2131.42,2025-09,0.8966,0.6172,26,30,129.92,127.29,17,1.19,ok,2025-09-25
ADC105,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,1022,5755.2,21,4087.65,2025-09,0.7667,0.4109,23,30,337.07,368.5,16,1.41,ok,2025-09-25
BLS1253,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,711,4607.55,49,3075.47,2025-09,0.9,0.601,27,30,208.0,209.38,29,1.5,ok,2025-09-25
CTA022,Florianopolis-Praia_Brava-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",23,1334,695.43,23,4087.65,2025-09,0.5714,0.3515,4,30,247.3,210.0,1,0.17,crítico,2025-09-25
CVI0012,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-JR-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",0,104,4393.05,32,2177.65,2025-09,0.7333,0.4458,22,30,200.44,182.92,13,2.02,meta_subestimada,2025-09-25
EAN503,Balneario_Camboriu-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,1004,3397.35,44,2513.88,2025-09,0.7857,0.4165,22,30,202.84,241.75,12,1.35,ok,2025-09-25
EPF202,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,803,2201.58,40,2217.55,2025-09,0.6667,0.4214,20,30,190.5,162.54,13,0.99,berlinda,2025-09-25
EVM1012,Sao_Paulo-Madalena-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Sumarezinho",3,227,2140.15,97,3442.5,2025-09,0.5556,0.6363,15,30,,181.73,26,0.62,atenção,2025-09-25
HAI0203,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",2,173,563.64,27,1649.66,2025-09,0.2143,0.6283,6,30,126.0,118.86,29,0.34,crítico,2025-09-25
ILC2203,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1910,4539.2,17,5034.14,2025-09,0.5333,0.5746,16,30,487.78,491.57,14,0.9,berlinda,2025-09-25
ILC2307,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1715,5431.41,27,7048.76,2025-09,0.84,0.8433,21,30,475.27,473.86,7,0.77,atenção,2025-09-25
LAR0406,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça",6,620,4617.8,57,4304.82,2025-09,0.7083,0.4513,17,30,486.54,407.44,9,1.07,berlinda,2025-09-25
LTT803,Balneario_Picarras-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,475,2867.35,41,1105.0,2025-09,0.7,0.1818,21,30,198.16,160.58,12,2.59,meta_subestimada,2025-09-25
MHF0904,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",2,298,2526.43,9,1154.3,2025-09,0.75,0.3307,21,30,185.75,193.32,19,2.19,meta_subestimada,2025-09-25
PEA1301,Florianopolis-Itacorubi-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,494,3210.52,19,1423.86,2025-09,0.4483,0.4629,13,30,267.3,248.0,18,2.25,meta_subestimada,2025-09-25
PSO0310,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,61,2799.01,11,1518.27,2025-09,0.9333,0.5812,28,30,199.94,153.18,11,1.84,ok,2025-09-25
PSO0606,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,2278.71,11,1518.27,2025-09,0.8,0.5812,24,30,160.12,157.43,14,1.5,ok,2025-09-25
RJI011,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,693,3036.55,115,1611.7,2025-09,0.9,0.4324,27,30,232.31,229.13,16,1.88,ok,2025-09-25
SIR0501,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,340,2740.37,10,1980.56,2025-09,0.8667,0.3553,26,30,263.32,142.56,9,1.38,ok,2025-09-25
SKL1604,Penha-Praia-apartamento-SUP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,70,4241.09,49,2451.4,2025-09,0.8667,0.3464,26,30,233.95,202.0,8,1.73,ok,2025-09-25
SOL0404,Salvador-Costa_Azul-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Costa Azul",2,105,2734.17,36,2582.26,2025-09,0.7857,0.6776,22,30,158.4,145.88,24,1.06,berlinda,2025-09-25
VNT1011,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",2,109,2054.49,61,3124.6,2025-09,0.5357,0.5842,15,30,261.0,203.61,23,0.66,atenção,2025-09-25
ACL0303,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,252,1328.0,17,935.0,2025-09,0.4138,0.5018,12,30,123.46,168.5,18,1.42,ok,2025-09-25
DRL0207,Bombinhas-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,426,3387.16,32,1294.42,2025-09,0.7667,0.2693,23,30,226.1,154.0,2,2.62,meta_subestimada,2025-09-25
JMA011,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,426,532.2,31,1111.69,2025-09,0.2,0.4485,6,30,119.43,120.05,22,0.48,crítico,2025-09-25
JSR112,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1736,2650.68,11,3166.63,2025-09,0.6897,0.5318,20,30,156.8,224.33,9,0.84,berlinda,2025-09-25
MHF1902,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,419,4924.61,12,2525.58,2025-09,0.9333,0.3191,28,30,259.94,260.91,11,1.95,ok,2025-09-25
MMD0405,Ilheus-Sul-apartamento-TOP-1Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",22,91,859.44,21,2595.17,2025-09,0.75,0.4299,6,30,197.0,159.29,7,0.33,crítico,2025-09-25
NWT0619,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,5475.42,33,4282.3,2025-09,0.8667,0.6542,26,30,287.67,261.21,19,1.28,ok,2025-09-25
NWTB0607,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,145,8354.59,24,6319.25,2025-09,0.9,0.7645,27,30,464.19,412.67,15,1.32,ok,2025-09-25
PSD202,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,1929,1535.46,11,1703.19,2025-09,0.6667,0.3696,18,30,128.75,142.18,22,0.9,berlinda,2025-09-25
RJI022,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,693,2423.4,115,1611.7,2025-09,0.7333,0.4324,22,30,193.69,254.69,16,1.5,ok,2025-09-25
SHR5231,Florianopolis-Novo_Campeche-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",10,48,4979.2,12,7238.55,2025-09,1.0,0.4465,20,30,329.0,338.0,8,0.69,atenção,2025-09-25
SPT0507,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,440,2432.54,35,1512.11,2025-09,0.9333,0.4968,28,30,616.46,232.75,16,1.61,ok,2025-09-25
AQT0604,Itapema-Praia_Itapema-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",8,61,2475.37,19,2957.71,2025-09,0.7273,0.4081,16,30,225.0,245.58,26,0.84,berlinda,2025-09-25
LIV1605,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,96,4843.74,11,2171.32,2025-09,1.0,0.6367,30,30,226.76,204.14,14,2.23,meta_subestimada,2025-09-25
MAB0203,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,52,0.0,41,2277.41,2025-09,0.0,0.5442,0,30,154.8,254.0,1,0.0,crítico,2025-09-25
NBL0402,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,641,1775.11,57,2667.68,2025-09,0.5667,0.6329,17,30,156.75,145.4,25,0.67,atenção,2025-09-25
NOR0203,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,706,3275.9,98,3478.4,2025-09,0.8,0.7543,24,30,185.33,198.0,23,0.94,berlinda,2025-09-25
NWT0613,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,154,4805.66,33,4282.3,2025-09,0.8966,0.6542,26,30,272.14,252.53,15,1.12,ok,2025-09-25
NWT0713,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,119,4878.89,33,4282.3,2025-09,0.8,0.6542,24,30,306.58,282.82,17,1.14,ok,2025-09-25
NWT1320,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",6,11,4225.5,33,4282.3,2025-09,0.7917,0.6542,19,30,287.16,318.8,5,0.99,berlinda,2025-09-25
PRV1003,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",2,326,2616.43,203,2862.8,2025-09,0.6786,0.5837,19,30,171.3,164.56,9,0.91,berlinda,2025-09-25
PSD301,Florianopolis-Jurere_Tradicional-apartamento-SIM-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1929,2334.95,12,1849.92,2025-09,0.8276,0.3769,24,30,157.35,138.37,8,1.26,ok,2025-09-25
PSO0802,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,41,2997.24,11,1518.27,2025-09,0.9333,0.5812,28,30,178.5,154.67,9,1.97,ok,2025-09-25
PTS0101,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,131,1121.5,37,2125.85,2025-09,0.3333,0.4226,10,30,183.33,238.73,11,0.53,atenção,2025-09-25
SCE114,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",2,535,4331.85,98,3478.4,2025-09,1.0,0.7543,28,30,218.0,214.33,24,1.25,ok,2025-09-25
VGA1002,Itapema-Praia_Centro-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema",6,551,2869.86,8,2857.49,2025-09,0.7083,0.3082,17,30,295.13,248.0,4,1.0,berlinda,2025-09-25
VGZ0005,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",1,559,1897.12,58,2136.28,2025-09,0.6207,0.3702,18,30,144.38,141.2,15,0.89,berlinda,2025-09-25
VLR801,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,1169,2972.39,67,2541.64,2025-09,0.8333,0.621,25,30,173.0,163.56,25,1.17,ok,2025-09-25
WBU2407,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,298,4015.7,49,3075.47,2025-09,0.8333,0.601,25,30,203.67,212.59,22,1.31,ok,2025-09-25
BDR523,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1223,1165.05,23,2646.9,2025-09,0.4,0.7257,12,30,150.37,180.33,12,0.44,crítico,2025-09-25
CAV0411,Recife-Boa_Viagem-Bairro-apartamento-JR-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,166,3092.5,37,3026.81,2025-09,1.0,0.8314,30,30,156.61,156.31,13,1.02,berlinda,2025-09-25
